"cohort_month","referral_source","month_number","mrr_amount","account_id"
"2024-07-01",ads,5,1813,A-bd4708
"2024-08-01",organic,2,4067,A-34ea2f
"2023-12-01",partner,2,76,A-f51f16
"2024-05-01",organic,5,1634,A-30b4ca
"2024-04-01",ads,2,980,A-684255
"2024-05-01",partner,6,228,A-7c83a1
"2024-09-01",organic,0,2388,A-d535f6
"2024-10-01",partner,1,1791,A-2e4581
"2023-09-01",organic,1,14527,A-5b1bcd
"2023-05-01",event,4,1372,A-40de06
"2023-09-01",organic,1,14527,A-5b1bcd
"2023-12-01",other,4,627,A-7988d1
"2023-10-01",partner,10,4179,A-dec005
"2024-04-01",event,4,437,A-f6b2fb
"2024-11-01",ads,1,11741,A-671f31
"2024-03-01",event,3,392,A-22d9d2
"2023-11-01",event,3,380,A-659280
"2024-09-01",organic,2,342,A-592832
"2024-04-01",event,4,4776,A-f6b2fb
"2024-05-01",other,1,456,A-44dc83
"2023-01-01",organic,16,1393,A-7df7a7
"2024-03-01",other,9,247,A-94f8c9
"2023-12-01",ads,2,833,A-65c341
"2024-09-01",organic,1,1140,A-592832
"2024-07-01",ads,2,38,A-f92792
"2024-12-01",partner,0,7363,A-9174e0
"2024-07-01",organic,1,114,A-016043
"2024-08-01",organic,1,152,A-34ea2f
"2024-09-01",event,3,8159,A-8b0451
"2023-11-01",event,3,2303,A-659280
"2024-07-01",event,3,19502,A-c37cab
"2024-09-01",organic,0,665,A-592832
"2023-04-01",event,17,1078,A-02fac6
"2024-10-01",partner,1,1938,A-2e4581
"2023-04-01",organic,13,627,A-cab532
"2024-12-01",ads,0,399,A-6843f2
"2023-09-01",other,15,6368,A-94c3cd
"2024-12-01",event,0,380,A-4bfa33
"2023-04-01",event,9,1078,A-02fac6
"2023-02-01",partner,11,190,A-c62e55
"2024-10-01",organic,2,950,A-700ade
"2023-07-01",organic,5,475,A-dcc2f0
"2024-03-01",organic,6,9950,A-20736a
"2023-03-01",partner,15,1729,A-e3bd71
"2023-06-01",partner,9,882,A-2b9d3e
"2024-03-01",other,4,5572,A-970c97
"2024-10-01",other,0,2223,A-d4e0d4
"2024-07-01",ads,1,2156,A-d27f50
"2023-05-01",event,16,532,A-40de06
"2023-04-01",organic,3,245,A-a1bbb6
"2023-01-01",partner,13,1470,A-c7ffc2
"2023-12-01",ads,11,1911,A-65c341
"2023-10-01",event,7,4378,A-13466a
"2024-10-01",ads,1,1715,A-e4bf56
"2023-09-01",organic,12,2744,A-a865bd
"2024-06-01",event,0,418,A-3f9cc0
"2023-08-01",other,3,342,A-43a9e3
"2023-07-01",partner,15,703,A-417d2f
"2024-10-01",other,1,343,A-396e5f
"2023-10-01",partner,8,570,A-37f969
"2023-06-01",other,7,133,A-5a184f
"2023-01-01",organic,0,3582,A-779e4e
"2024-01-01",event,10,304,A-ccc747
"2023-07-01",other,5,304,A-0f3e88
"2024-10-01",other,0,1791,A-1b7577
"2024-03-01",other,3,2156,A-02cd81
"2024-08-01",event,0,882,A-b2af2e
"2023-07-01",organic,6,3184,A-dcc2f0
"2023-10-01",ads,7,196,A-1b9609
"2023-08-01",other,12,1029,A-5a3eb9
"2023-02-01",ads,8,294,A-a7bd4b
"2024-09-01",other,0,1393,A-c16101
"2023-01-01",organic,4,1791,A-d792a6
"2024-11-01",event,1,950,A-bd4513
"2023-12-01",organic,12,1791,A-3a5ad8
"2024-04-01",event,6,1127,A-f6b2fb
"2023-05-01",ads,14,2009,A-2ebb4b
"2023-10-01",other,5,950,A-503d5a
"2024-10-01",other,2,1194,A-1b7577
"2024-11-01",ads,1,2009,A-956988
"2024-01-01",other,2,228,A-4e960a
"2024-03-01",organic,0,539,A-202b67
"2023-01-01",event,10,38,A-f17767
"2024-06-01",event,4,190,A-bcf87c
"2023-10-01",partner,2,1470,A-856b1e
"2023-11-01",other,12,294,A-296d7c
"2023-09-01",ads,3,9261,A-3ce5b8
"2024-12-01",other,0,285,A-309e54
"2023-05-01",other,13,6766,A-86902e
"2023-01-01",other,20,855,A-ff3c73
"2024-08-01",other,1,5174,A-427b69
"2024-05-01",other,6,114,A-4ae22a
"2024-11-01",event,1,9751,A-b78bf8
"2024-04-01",ads,6,532,A-684255
"2024-10-01",organic,2,57,A-89ee83
"2024-09-01",ads,2,1862,A-625d0b
"2024-09-01",other,3,323,A-443b7c
"2023-02-01",partner,11,114,A-977ca0
"2023-03-01",other,3,1159,A-158f4e
"2023-02-01",ads,15,2499,A-a7bd4b
"2024-10-01",organic,2,5771,A-fb186e
"2023-07-01",ads,4,2388,A-9c18c4
"2024-04-01",ads,6,588,A-684255
"2023-11-01",event,11,5373,A-f03140
"2024-02-01",organic,1,3781,A-8e47ca
"2024-07-01",organic,3,3773,A-92a3af
"2024-04-01",organic,1,4179,A-e40f45
"2024-01-01",other,9,1653,A-5a215a
"2024-08-01",organic,1,392,A-34ea2f
"2024-03-01",event,1,684,A-4c38bc
"2023-05-01",ads,14,1568,A-cc98bc
"2023-07-01",organic,16,608,A-dcc2f0
"2024-08-01",other,2,980,A-4d1e75
"2024-11-01",organic,0,1225,A-533452
"2023-11-01",organic,4,1421,A-600734
"2024-06-01",ads,6,637,A-ffc04f
"2023-10-01",partner,1,343,A-a8b49c
"2024-08-01",ads,3,2786,A-9077b0
"2024-09-01",partner,1,2189,A-2789e3
"2023-12-01",organic,1,171,A-3a5ad8
"2024-03-01",partner,2,6766,A-ef84cf
"2024-08-01",event,4,1078,A-5b051a
"2024-11-01",organic,1,2388,A-8bde0c
"2024-10-01",other,1,441,A-1b7577
"2024-10-01",organic,1,304,A-0651a4
"2023-08-01",partner,9,2786,A-96e141
"2024-08-01",partner,1,3184,A-fda07f
"2023-11-01",organic,10,551,A-600734
"2023-11-01",other,13,1026,A-e83938
"2023-05-01",other,19,152,A-bb2f49
"2023-05-01",other,12,266,A-425e76
"2024-11-01",organic,1,3582,A-d26ab4
"2024-02-01",organic,6,323,A-b9eed8
"2024-01-01",other,8,17313,A-5a215a
"2024-11-01",organic,1,1176,A-410e86
"2024-12-01",organic,0,247,A-0b0d6d
"2023-09-01",organic,7,1176,A-e89151
"2023-08-01",other,10,760,A-5a3eb9
"2024-03-01",other,5,3383,A-692f18
"2024-10-01",organic,1,5174,A-6a7c9d
"2024-07-01",other,1,532,A-f3ff05
"2023-02-01",partner,14,152,A-c62e55
"2024-02-01",ads,10,7960,A-b44e3e
"2024-08-01",organic,3,779,A-34ea2f
"2023-05-01",ads,15,3383,A-075038
"2024-08-01",other,2,980,A-4d1e75
"2024-10-01",ads,2,1127,A-88c6ca
"2023-08-01",other,16,1176,A-1f0ac7
"2024-07-01",organic,2,1470,A-92a3af
"2023-12-01",partner,7,13930,A-afa505
"2024-08-01",organic,4,2695,A-0a282f
"2023-04-01",partner,1,95,A-e5d6ab
"2024-06-01",other,4,9353,A-cd458b
"2024-03-01",event,3,7960,A-9779ad
"2023-01-01",event,19,588,A-f17767
"2023-02-01",partner,21,1470,A-c62e55
"2023-03-01",event,19,2156,A-ad3abd
"2024-07-01",other,4,13930,A-c58f49
"2024-05-01",other,7,1568,A-c222ab
"2024-11-01",other,1,114,A-7c6b6b
"2023-06-01",ads,3,6169,A-993085
"2023-12-01",event,12,4577,A-c16b88
"2023-07-01",other,6,1078,A-0f3e88
"2024-02-01",organic,2,1938,A-eb7c38
"2023-10-01",ads,10,5970,A-1b9609
"2024-11-01",ads,1,10945,A-956988
"2023-04-01",partner,4,637,A-6c093d
"2023-11-01",event,4,15522,A-65a46c
"2024-02-01",ads,3,199,A-439b2f
"2023-12-01",partner,2,589,A-50f3f7
"2023-12-01",ads,9,247,A-a8d89d
"2023-10-01",other,4,361,A-3932db
"2024-10-01",other,2,539,A-1b7577
"2023-10-01",event,2,3038,A-3be56b
"2024-05-01",organic,1,2548,A-fa2041
"2024-11-01",organic,1,1225,A-039727
"2024-04-01",ads,3,597,A-054577
"2024-06-01",ads,1,133,A-5a92e7
"2023-10-01",ads,3,995,A-1b9609
"2024-09-01",ads,1,441,A-378b99
"2023-12-01",event,10,4179,A-dcc3f1
"2024-02-01",ads,9,1791,A-fe79a5
"2024-05-01",partner,1,817,A-b7ef83
"2023-05-01",other,12,513,A-425e76
"2023-09-01",partner,5,399,A-ac14bb
"2023-03-01",other,5,392,A-6e7827
"2023-11-01",organic,3,209,A-331424
"2023-10-01",event,13,3283,A-09540c
"2024-03-01",organic,6,722,A-4ef964
"2024-03-01",other,5,418,A-4e631b
"2024-12-01",organic,0,7252,A-18793f
"2024-07-01",other,4,2254,A-bcbe98
"2023-11-01",event,5,3781,A-659280
"2024-10-01",other,1,147,A-ced9aa
"2024-09-01",ads,1,2058,A-625d0b
"2024-08-01",partner,1,133,A-fda07f
"2024-02-01",event,7,3332,A-8adedc
"2023-10-01",other,0,437,A-aa9511
"2023-05-01",ads,10,1421,A-fdfc91
"2024-05-01",organic,2,551,A-1619f8
"2024-03-01",ads,6,490,A-c9bb3e
"2024-06-01",ads,3,1311,A-2d1036
"2024-07-01",ads,0,8756,A-d27f50
"2024-05-01",partner,5,392,A-b3fe05
"2024-10-01",partner,1,969,A-b07346
"2023-02-01",other,20,5970,A-0dbdc6
"2023-10-01",organic,11,245,A-6da850
"2024-12-01",organic,0,1634,A-17939a
"2023-03-01",event,16,2156,A-ad3abd
"2023-12-01",partner,7,589,A-50f3f7
"2024-11-01",other,0,3383,A-de24d5
"2024-10-01",event,2,646,A-149a69
"2023-09-01",partner,8,931,A-6f50ae
"2024-06-01",other,3,513,A-cd458b
"2024-08-01",organic,0,380,A-f45426
"2024-10-01",partner,2,1372,A-c37601
"2023-05-01",partner,18,2842,A-05f0e5
"2024-03-01",other,1,833,A-883b7d
"2023-05-01",other,16,686,A-bb2f49
"2023-12-01",event,6,8955,A-c16b88
"2024-11-01",ads,1,19,A-956988
"2023-09-01",other,2,441,A-9b9fe9
"2023-10-01",partner,3,361,A-e61e98
"2024-03-01",ads,6,6567,A-cb5333
"2023-08-01",other,11,437,A-6dee43
"2024-07-01",other,1,874,A-bcbe98
"2023-02-01",event,11,760,A-e1b9cd
"2023-06-01",organic,12,1127,A-794a0b
"2023-05-01",event,4,10746,A-4a4c2d
"2023-05-01",event,19,1323,A-54d94a
"2024-05-01",organic,1,7761,A-96bbc6
"2023-10-01",partner,2,1960,A-e61e98
"2024-04-01",ads,2,1225,A-d4ac0e
"2024-09-01",event,3,17313,A-4814a3
"2024-07-01",other,0,1007,A-d82ef9
"2023-08-01",other,0,12139,A-2e3bad
"2023-10-01",event,14,3283,A-09540c
"2023-12-01",partner,5,5373,A-855a48
"2024-12-01",ads,0,4179,A-6843f2
"2024-06-01",organic,1,399,A-bb1eaa
"2023-01-01",ads,16,6169,A-1986ca
"2024-06-01",ads,3,1311,A-2d1036
"2023-04-01",event,14,266,A-019782
"2023-12-01",partner,7,95,A-c45b23
"2023-01-01",event,1,686,A-f17767
"2024-11-01",ads,1,6368,A-956988
"2023-03-01",other,8,1159,A-158f4e
"2024-08-01",event,3,418,A-5b051a
"2023-10-01",other,8,1127,A-aa9511
"2023-04-01",partner,15,2058,A-35083d
"2024-11-01",other,1,741,A-5fe118
"2024-02-01",ads,7,209,A-8b25f2
"2024-03-01",organic,8,9950,A-20736a
"2024-03-01",event,1,7164,A-4c38bc
"2023-08-01",event,1,12736,A-180abf
"2023-10-01",partner,11,6766,A-e61e98
"2023-10-01",event,7,133,A-3be56b
"2024-03-01",partner,4,1176,A-5247b3
"2024-10-01",other,1,4508,A-66224b
"2023-01-01",partner,20,2058,A-ed510f
"2024-10-01",partner,1,1194,A-c37601
"2024-06-01",ads,2,4378,A-d42431
"2024-10-01",other,1,18308,A-66224b
"2023-11-01",ads,3,882,A-157070
"2024-10-01",other,0,6368,A-118f1c
"2023-06-01",organic,11,209,A-9123ac
"2023-03-01",partner,1,6169,A-e3bd71
"2023-12-01",organic,8,4179,A-55f257
"2024-09-01",partner,1,147,A-86cdb4
"2024-01-01",partner,4,8159,A-1d5444
"2024-11-01",other,1,995,A-de24d5
"2024-11-01",organic,0,5174,A-533452
"2024-03-01",event,6,1323,A-029f69
"2024-01-01",other,6,294,A-3cc791
"2024-07-01",event,4,6169,A-bc87bc
"2024-07-01",organic,2,1393,A-6f8ad2
"2024-06-01",event,6,8756,A-e7a1e2
"2023-11-01",organic,4,10348,A-a1b80b
"2024-10-01",event,2,399,A-d3c88e
"2023-09-01",partner,12,931,A-6f50ae
"2023-10-01",event,10,686,A-3be56b
"2023-05-01",other,6,304,A-d5a319
"2024-04-01",other,2,1634,A-8ae05d
"2024-05-01",partner,6,152,A-b7ef83
"2024-10-01",ads,1,8557,A-b179bf
"2023-06-01",partner,18,398,A-2b9d3e
"2024-11-01",other,1,735,A-712426
"2023-04-01",partner,15,741,A-e5d6ab
"2023-10-01",other,13,6965,A-3932db
"2023-04-01",partner,17,1225,A-35083d
"2023-02-01",event,12,2189,A-6e08f3
"2023-03-01",event,8,494,A-32fb14
"2023-12-01",partner,5,2587,A-4c56c9
"2024-12-01",organic,0,29452,A-18793f
"2024-12-01",partner,0,703,A-9174e0
"2023-08-01",partner,16,855,A-7f6b86
"2023-02-01",ads,22,1470,A-52dd88
"2023-01-01",other,3,931,A-af0cd2
"2024-03-01",organic,5,418,A-202b67
"2023-03-01",partner,11,6169,A-e3bd71
"2023-12-01",event,2,1372,A-bece89
"2023-10-01",ads,6,513,A-ba6516
"2024-09-01",ads,3,1791,A-625d0b
"2024-11-01",organic,0,441,A-533452
"2024-11-01",organic,1,735,A-2922b6
"2024-07-01",ads,3,1813,A-bd4708
"2023-04-01",organic,15,1127,A-cab532
"2023-10-01",ads,1,995,A-81edc3
"2024-10-01",event,2,304,A-d3c88e
"2023-12-01",event,5,494,A-dcc3f1
"2024-10-01",organic,2,5771,A-118d55
"2024-09-01",event,2,779,A-7f29a7
"2023-10-01",ads,14,995,A-81edc3
"2023-02-01",partner,2,152,A-7641d3
"2024-08-01",partner,4,5373,A-bbc346
"2024-09-01",event,3,361,A-0532a9
"2023-06-01",partner,16,995,A-54ecc2
"2024-11-01",partner,0,171,A-db5e9e
"2024-06-01",event,1,4378,A-3f9cc0
"2024-11-01",organic,1,588,A-8bde0c
"2024-05-01",organic,7,3582,A-0aaf6e
"2023-11-01",ads,8,7761,A-7920cc
"2024-08-01",other,1,380,A-4d1e75
"2024-10-01",event,1,627,A-1ac5e0
"2023-04-01",partner,17,343,A-6c093d
"2024-05-01",partner,1,1274,A-b7ef83
"2023-11-01",ads,3,209,A-51ec1b
"2024-08-01",partner,4,4179,A-d62e02
"2023-09-01",ads,2,6368,A-d922bf
"2023-12-01",organic,2,6169,A-3a5ad8
"2024-10-01",other,2,18308,A-66224b
"2024-01-01",ads,8,392,A-922109
"2024-09-01",organic,0,13930,A-09316c
"2024-03-01",event,5,1470,A-22d9d2
"2023-09-01",organic,13,190,A-1f559b
"2023-05-01",ads,15,456,A-05d3b3
"2023-09-01",organic,2,1592,A-e89151
"2023-10-01",ads,10,196,A-1b9609
"2024-07-01",other,3,285,A-c42f1f
"2024-10-01",event,1,2499,A-ce550d
"2024-08-01",other,4,5771,A-e60f9d
"2024-03-01",ads,3,4508,A-40906c
"2024-10-01",organic,1,133,A-700ade
"2023-09-01",event,8,597,A-4437e4
"2024-04-01",organic,5,8557,A-526d93
"2024-05-01",organic,0,17114,A-30b4ca
"2024-10-01",organic,2,784,A-0651a4
"2023-03-01",other,13,147,A-6e7827
"2023-07-01",ads,9,418,A-45ce7a
"2024-05-01",organic,6,456,A-87aa7b
"2023-06-01",other,12,4975,A-756192
"2024-10-01",organic,1,588,A-700ade
"2023-09-01",organic,7,2891,A-1f559b
"2023-12-01",ads,9,2587,A-a8d89d
"2023-03-01",partner,10,589,A-e3bd71
"2024-07-01",other,5,570,A-f3ff05
"2023-05-01",event,2,228,A-9289f6
"2023-11-01",other,7,2587,A-69b156
"2023-09-01",ads,3,13930,A-fa3095
"2024-11-01",ads,0,995,A-fabe19
"2023-09-01",ads,6,1764,A-3ce5b8
"2023-03-01",event,2,2156,A-ad3abd
"2024-05-01",partner,0,2388,A-7c83a1
"2024-10-01",organic,2,539,A-118d55
"2024-09-01",ads,2,1121,A-378b99
"2024-06-01",ads,4,980,A-ffc04f
"2024-05-01",organic,7,588,A-0aaf6e
"2024-10-01",partner,1,570,A-f9cc74
"2024-06-01",ads,3,171,A-8ae3fc
"2024-08-01",organic,4,3184,A-34ea2f
"2023-01-01",other,20,361,A-af0cd2
"2024-12-01",partner,0,735,A-463db0
"2023-05-01",event,2,1026,A-4a4c2d
"2024-06-01",ads,5,597,A-a45270
"2024-08-01",partner,3,760,A-bbc346
"2023-03-01",other,16,3582,A-c4ea60
"2023-03-01",organic,12,2401,A-3793ee
"2024-11-01",other,1,247,A-712426
"2023-06-01",other,2,418,A-19b2c8
"2024-04-01",event,6,4378,A-cea1f0
"2023-12-01",partner,8,38,A-f51f16
"2023-01-01",partner,13,5970,A-c7ffc2
"2023-02-01",event,15,3980,A-6e08f3
"2023-02-01",ads,15,171,A-9ee962
"2023-03-01",other,6,2989,A-158f4e
"2023-09-01",partner,1,152,A-d77f4c
"2023-11-01",event,0,323,A-2edab2
"2024-03-01",other,9,8955,A-f5641b
"2023-03-01",event,0,8756,A-ad3abd
"2023-09-01",other,1,950,A-1e1b80
"2023-11-01",ads,7,874,A-7e0a10
"2023-07-01",partner,4,6766,A-eafc6e
"2024-09-01",event,3,779,A-8b0451
"2024-10-01",other,1,796,A-1b7577
"2024-10-01",partner,2,589,A-c70870
"2024-04-01",organic,5,4508,A-ffdfd5
"2024-11-01",ads,1,5373,A-82d8a6
"2024-07-01",ads,5,8756,A-d27f50
"2023-04-01",partner,12,931,A-35083d
"2023-06-01",other,2,266,A-df10db
"2024-06-01",other,4,494,A-cd458b
"2024-11-01",organic,1,247,A-6965e1
"2023-12-01",partner,12,266,A-dfbd31
"2024-01-01",partner,8,11144,A-65aeb5
"2023-08-01",event,2,399,A-ac9111
"2024-08-01",partner,2,3781,A-bbc346
"2023-04-01",event,13,539,A-019782
"2023-03-01",other,12,784,A-7f4db3
"2024-08-01",ads,2,190,A-4e44e8
"2023-12-01",organic,11,1764,A-3a5ad8
"2024-06-01",event,3,456,A-b7b7b7
"2024-06-01",partner,0,4776,A-5ed98d
"2024-10-01",organic,2,49,A-700ade
"2023-05-01",event,1,98,A-089363
"2024-04-01",partner,7,2985,A-cc102e
"2024-06-01",ads,1,796,A-5a92e7
"2023-01-01",ads,18,1274,A-b11cd0
"2023-10-01",organic,12,4975,A-6da850
"2024-07-01",ads,0,1274,A-f92792
"2023-03-01",event,8,3980,A-2bc93d
"2024-08-01",organic,4,441,A-f45426
"2023-02-01",partner,9,1666,A-c62e55
"2024-06-01",ads,3,4577,A-9badbd
"2023-07-01",other,9,266,A-0f3e88
"2023-10-01",ads,1,588,A-81edc3
"2023-12-01",ads,9,247,A-a8d89d
"2023-09-01",other,10,380,A-b20d99
"2024-08-01",organic,4,686,A-a09355
"2024-11-01",event,0,3920,A-b48f73
"2023-09-01",other,14,1960,A-ae052e
"2024-09-01",partner,1,475,A-eb1312
"2024-02-01",organic,2,6766,A-7d514c
"2023-12-01",organic,11,13930,A-3a5ad8
"2023-02-01",ads,11,38,A-f1f639
"2023-03-01",partner,12,6169,A-e3bd71
"2024-10-01",other,2,2009,A-1b7577
"2023-11-01",organic,2,437,A-474ad4
"2023-09-01",organic,10,3577,A-5b1bcd
"2023-05-01",ads,14,245,A-f446b6
"2023-04-01",partner,11,1393,A-6c093d
"2024-03-01",event,7,7960,A-9779ad
"2023-07-01",partner,12,627,A-726cfa
"2023-06-01",other,5,3980,A-19b2c8
"2023-01-01",event,20,798,A-32728c
"2023-07-01",ads,8,539,A-9c18c4
"2024-03-01",ads,3,245,A-c9bb3e
"2024-04-01",ads,1,418,A-9f0b68
"2023-09-01",event,12,950,A-d49cc5
"2024-10-01",other,2,1194,A-ced9aa
"2023-06-01",organic,8,1715,A-794a0b
"2024-09-01",ads,1,5970,A-ab438f
"2024-09-01",event,1,1421,A-b54c01
"2024-11-01",organic,0,833,A-139c3b
"2024-06-01",organic,3,4179,A-bb1eaa
"2023-07-01",organic,8,1078,A-dcc2f0
"2023-06-01",event,4,7562,A-95b24a
"2023-05-01",ads,14,3383,A-075038
"2024-10-01",other,1,147,A-ced9aa
"2024-08-01",organic,1,361,A-2f6a32
"2023-06-01",ads,4,6169,A-993085
"2023-04-01",partner,6,665,A-e5d6ab
"2023-05-01",ads,18,3980,A-49b828
"2024-10-01",other,1,646,A-0354fe
"2024-11-01",organic,1,228,A-bf7919
"2024-06-01",ads,1,4577,A-a45270
"2023-01-01",organic,14,1421,A-f19b24
"2024-11-01",event,1,9950,A-bd4513
"2024-04-01",ads,5,551,A-d4ac0e
"2024-08-01",organic,3,6567,A-a09355
"2023-05-01",event,1,1178,A-40de06
"2023-01-01",organic,15,196,A-d792a6
"2024-11-01",organic,1,637,A-6965e1
"2024-01-01",other,2,17313,A-5a215a
"2024-03-01",ads,9,627,A-cb5333
"2023-10-01",organic,0,4179,A-e7beab
"2023-08-01",organic,11,1127,A-cdf020
"2024-05-01",other,4,114,A-e36807
"2024-08-01",other,1,418,A-5f7781
"2024-01-01",partner,5,1615,A-dbc825
"2023-11-01",organic,6,1176,A-4c6f11
"2023-05-01",event,6,760,A-089363
"2023-02-01",event,18,882,A-6e08f3
"2024-03-01",ads,6,2303,A-b2225d
"2024-09-01",ads,1,588,A-378b99
"2024-07-01",other,3,13930,A-c58f49
"2023-05-01",event,7,10746,A-4a4c2d
"2024-11-01",ads,1,1791,A-956988
"2023-08-01",other,9,893,A-1f0ac7
"2023-05-01",event,10,1990,A-9289f6
"2024-11-01",other,1,7761,A-5fe118
"2024-05-01",partner,4,686,A-58b9ff
"2024-01-01",partner,4,361,A-dbc825
"2023-04-01",event,4,735,A-019782
"2024-09-01",partner,3,475,A-0a62f5
"2024-05-01",organic,1,2985,A-71615e
"2024-06-01",event,3,2786,A-7da956
"2023-01-01",partner,23,2058,A-ed510f
"2023-09-01",ads,1,5970,A-d922bf
"2024-11-01",ads,1,2388,A-fabe19
"2024-07-01",partner,1,1007,A-ac85cd
"2024-02-01",event,6,418,A-8adedc
"2024-09-01",organic,2,855,A-117171
"2023-09-01",other,3,9950,A-1e1b80
"2023-10-01",other,2,437,A-3932db
"2023-01-01",organic,18,796,A-d792a6
"2023-08-01",other,7,513,A-43a9e3
"2023-07-01",partner,7,5174,A-417d2f
"2024-04-01",event,6,392,A-249769
"2024-02-01",organic,10,665,A-df1e44
"2023-11-01",ads,9,3582,A-51ec1b
"2023-12-01",partner,5,171,A-4c56c9
"2024-05-01",organic,4,3136,A-96bbc6
"2023-11-01",ads,6,9751,A-00bed1
"2023-01-01",organic,3,893,A-10b8f2
"2024-06-01",ads,3,637,A-0e966d
"2023-09-01",organic,4,14527,A-5b1bcd
"2023-02-01",ads,6,1470,A-9ee962
"2024-06-01",event,1,1176,A-b7b7b7
"2024-10-01",partner,0,1470,A-f9cc74
"2024-06-01",ads,3,2587,A-ffc04f
"2024-11-01",ads,1,1127,A-956988
"2024-11-01",organic,1,735,A-8bde0c
"2023-08-01",organic,5,1911,A-cdf020
"2023-05-01",ads,14,1421,A-fdfc91
"2024-08-01",event,0,3332,A-a2485e
"2023-03-01",other,8,49,A-6e7827
"2023-12-01",partner,8,3430,A-afa505
"2024-06-01",ads,5,1311,A-2d1036
"2024-04-01",organic,0,9751,A-526d93
"2023-03-01",event,12,836,A-ad3abd
"2023-01-01",partner,19,570,A-c7ffc2
"2024-11-01",organic,0,2009,A-bb1486
"2023-08-01",partner,13,11144,A-98a59a
"2024-11-01",event,0,1617,A-b78bf8
"2024-05-01",organic,2,2985,A-fa2041
"2023-07-01",ads,1,228,A-9c18c4
"2024-09-01",event,2,779,A-7f29a7
"2024-07-01",organic,5,494,A-016043
"2023-10-01",other,5,779,A-3932db
"2024-02-01",organic,4,228,A-df1e44
"2024-02-01",ads,2,1960,A-b44e3e
"2024-06-01",ads,4,2189,A-a45270
"2024-09-01",organic,0,8358,A-592832
"2024-10-01",partner,2,2985,A-c37601
"2023-10-01",other,14,11144,A-503d5a
"2023-03-01",other,11,1421,A-9affe6
"2023-10-01",ads,5,1323,A-ba6516
"2024-03-01",other,5,2587,A-94f8c9
"2023-09-01",event,5,1323,A-4437e4
"2023-09-01",partner,7,398,A-e51ec7
"2023-11-01",ads,5,1393,A-51ec1b
"2024-03-01",other,1,931,A-692f18
"2024-11-01",other,0,1393,A-de24d5
"2023-10-01",other,13,437,A-aa9511
"2024-02-01",organic,8,6766,A-b9eed8
"2024-11-01",event,1,8771,A-78f02b
"2023-05-01",ads,2,551,A-fdfc91
"2024-12-01",ads,0,995,A-22f2df
"2023-03-01",organic,5,1666,A-7f8241
"2024-12-01",organic,0,475,A-0b0d6d
"2024-11-01",organic,0,4776,A-410e86
"2024-01-01",partner,3,456,A-1d5444
"2024-09-01",partner,2,5771,A-a33200
"2024-09-01",event,2,2009,A-7f29a7
"2024-08-01",organic,2,1127,A-2f6a32
"2023-11-01",organic,1,1029,A-ccabf0
"2024-05-01",organic,6,437,A-560d27
"2023-03-01",organic,18,49,A-b7724f
"2023-01-01",other,0,931,A-af0cd2
"2023-06-01",event,10,995,A-8ed5dd
"2024-12-01",organic,0,10348,A-0b0d6d
"2024-05-01",partner,7,8955,A-b7ef83
"2024-12-01",organic,0,209,A-17939a
"2023-05-01",event,3,1045,A-e693b6
"2024-06-01",event,1,418,A-3f9cc0
"2023-09-01",event,8,2450,A-d49cc5
"2023-07-01",ads,16,3184,A-45ce7a
"2023-03-01",organic,11,2388,A-bad8c1
"2023-02-01",partner,21,247,A-39b19f
"2023-12-01",partner,5,1519,A-50f3f7
"2024-03-01",event,7,392,A-22d9d2
"2024-10-01",other,1,1539,A-1b7577
"2023-06-01",other,6,343,A-df10db
"2023-11-01",ads,13,13930,A-7e0a10
"2023-05-01",other,19,6766,A-86902e
"2023-01-01",other,21,2985,A-b9f5b1
"2024-11-01",organic,0,475,A-039727
"2023-05-01",other,3,6368,A-425e76
"2023-02-01",event,16,722,A-271f46
"2023-03-01",partner,16,2254,A-e1462e
"2023-09-01",ads,12,152,A-3ce5b8
"2023-12-01",ads,7,1127,A-e98302
"2023-01-01",partner,16,2058,A-ed510f
"2023-02-01",partner,18,2989,A-7641d3
"2024-07-01",other,5,874,A-bcbe98
"2023-02-01",event,22,1960,A-e1b9cd
"2024-06-01",other,4,1990,A-cd458b
"2024-09-01",partner,3,392,A-86cdb4
"2024-01-01",organic,1,2352,A-faa28c
"2023-11-01",event,11,2989,A-72799b
"2023-02-01",organic,21,3582,A-484819
"2024-03-01",other,7,190,A-692f18
"2024-11-01",event,0,49,A-fd7ad3
"2024-08-01",organic,3,49,A-0a282f
"2024-10-01",partner,2,294,A-c37601
"2024-07-01",ads,0,7363,A-bd4708
"2023-08-01",event,11,1421,A-ce66f8
"2023-10-01",other,1,4577,A-aa9511
"2023-12-01",partner,11,2223,A-50f3f7
"2023-03-01",other,15,8955,A-7f4db3
"2024-12-01",event,0,441,A-4bfa33
"2023-11-01",event,6,228,A-832ec2
"2023-01-01",partner,6,798,A-ed510f
"2024-01-01",partner,2,456,A-1d5444
"2023-12-01",ads,12,323,A-a8d89d
"2023-09-01",event,14,2587,A-3b5cd1
"2024-09-01",event,3,1274,A-0532a9
"2023-10-01",other,10,5174,A-798a3f
"2024-05-01",organic,1,5771,A-0baac2
"2023-07-01",other,2,456,A-0f3e88
"2023-03-01",organic,6,1666,A-7f8241
"2024-06-01",event,5,247,A-7da956
"2023-01-01",partner,22,8159,A-91e948
"2023-07-01",event,9,5970,A-f97b9a
"2023-06-01",partner,15,114,A-54ecc2
